	reply_settings	created_at	lang	conversation_id	author_id	text	edit_history_tweet_ids	id	referenced_tweets	public_metrics.retweet_count	public_metrics.reply_count	public_metrics.like_count	public_metrics.quote_count	public_metrics.impression_count	in_reply_to_user_id	geo.place_id
76	everyone	2023-03-09T03:23:42.000Z	en	1633669865776005120	877361886936801280	Hardly public health saved millions of americans. Trump on the other hand and all you freedom love and Republicans killed over 2 million people luckily most of those were just like you willingly ignorant maga https://t.co/XVSZWcMJDI	['1633669865776005120']	1633669865776005120	[{'type': 'quoted', 'id': '1633510448665436168'}]	0	0	0	0	0		
77	everyone	2023-03-09T03:23:42.000Z	en	1633669865738498048	1187007549754593280	"RT @nav1n0x: So I finally wrote an article on Medium. This article is about my recent SQL Injection found in a maga retail outlet.

How I g…"	['1633669865738498048']	1633669865738498048	[{'type': 'retweeted', 'id': '1633555308264972289'}]	54	0	0	0	0		
78	everyone	2023-03-09T03:23:42.000Z	en	1633669864283049990	1573722052070150144	RT @NancyDa58054516: That says it all you, despicable MAGA Republicans who love Trump and his cult!  He almost succeeded in destroying our…	['1633669864283049990']	1633669864283049990	[{'type': 'retweeted', 'id': '1633669839104659457'}]	1	0	0	0	0		
79	everyone	2023-03-09T03:23:41.000Z	en	1633669860193447937	248863232	"RT @JoJoFromJerz: Holy crap!
With less than 4 weeks until the WI Supreme Court election, some MAGA Super PAC just dumped $3.2M to help righ…"	['1633669860193447937']	1633669860193447937	[{'type': 'retweeted', 'id': '1633567876060704775'}]	179	0	0	0	0		
80	everyone	2023-03-09T03:23:41.000Z	en	1633669858813435905	1586926235879440386	RT @AJPennyfarthing: Putin's war crimes should concern us all. Don't let MAGAGOP tell you otherwise. Russian bullying won't stop at Ukraine…	['1633669858813435905']	1633669858813435905	[{'type': 'retweeted', 'id': '1633646083883806720'}]	3	0	0	0	0		
81	everyone	2023-03-09T03:23:39.000Z	en	1633597863052693508	1091511151844868096	@TerryPieper6 @DisrespectedThe You’re definitely a MAGA.  You just like to spread lies.  You probably enjoy watching Tucker the liar!	['1633669850827481089']	1633669850827481089	[{'type': 'replied_to', 'id': '1633643633189560320'}]	0	0	0	0	0	1587294982016274434	
82	everyone	2023-03-09T03:23:37.000Z	en	1633607963565862913	1391143909884059650	@MysterySolvent Stuck a maga thumb up a maga bum?	['1633669845480013824']	1633669845480013824	[{'type': 'replied_to', 'id': '1633607963565862913'}]	0	0	0	0	1	1094713876132872192	
83	everyone	2023-03-09T03:23:37.000Z	en	1633669845324828672	1588753710330810371	RT @tedlieu: Dear MAGA Folks: Tucker Carlson thinks you are stupid. He tells you one thing but believes the opposite. He is an actor who ro…	['1633669845324828672']	1633669845324828672	[{'type': 'retweeted', 'id': '1633517809958531072'}]	1382	0	0	0	0		
84	everyone	2023-03-09T03:23:36.000Z	en	1633669839104659457	1573722052070150144	That says it all you, despicable MAGA Republicans who love Trump and his cult!  He almost succeeded in destroying our democracy if it wasn’t for Mike Pence, who for once, did not agree with the fat man trump! @washingtonpost @houseGOP @GOPChairwoman @nytimes https://t.co/zvkxAG3tAu	['1633669839104659457']	1633669839104659457	[{'type': 'quoted', 'id': '1633479848147427329'}]	1	0	1	0	2		
85	everyone	2023-03-09T03:23:36.000Z	en	1633669838580387840	2931566262	RT @zeteamd: @99JWD @GreyLady45 @DharmaPatriot @Pat10th @mother_tx @NAvila408 @Lauria1960 @re4joe @keith0sta @Langer424 @Warrior417 @Tex_2A…	['1633669838580387840']	1633669838580387840	[{'type': 'retweeted', 'id': '1633569289532833793'}]	60	0	0	0	0		
86	everyone	2023-03-09T03:23:36.000Z	en	1633669838382956546	1629943919885664258	"RT @InvestigateJ6: Dunn’s own fellow Capitol PD officers allege that he’s lying. “It never happened” 

The reality is, @libradunn lost his…"	['1633669838382956546']	1633669838382956546	[{'type': 'retweeted', 'id': '1629222217069330432'}]	86	0	0	0	0		
87	everyone	2023-03-09T03:23:35.000Z	en	1633510682296721411	1598089938637099010	@thejavawitch @TheSheilaG2024 @LegendConductrs @UnionPatriot369 @AGuyOnTw_tter @PriamtheB @Odin211269 @ProudUSMC60 @BeckySunnyBrook @JimBass8832 @JimGagnon6 @GabiNga1 @Lisahudsonchow7 @Ilegvm @tomlin_francis @RockyMtMama1 @PeriklesGREAT @Corgi_MAGA @YogaPantsChik @Rebel4Kics @InjunJoe2726 Well we are intelligent beings you morons. And two you don't see things away we do because you have a one track mind and you are riding your own ego wave. We see exactly what you're doing we are conscious and scared looking for answers and we saw it. Human spirit's hard to kill	['1633669834079600640']	1633669834079600640	[{'type': 'replied_to', 'id': '1633510682296721411'}]	0	0	0	0	0	33101181	
88	everyone	2023-03-09T03:23:35.000Z	en	1633669833643659265	542723057	"RT @TomthunkitsMind: After burning all their MAGA gear...
https://t.co/TtEikrvESA 03"	['1633669833643659265']	1633669833643659265	[{'type': 'retweeted', 'id': '1633657232859729921'}]	14	0	0	0	0		
89	everyone	2023-03-09T03:23:34.000Z	en	1633669830728458243	1151174115467939840	"RT @SethAbramson: WP: “Coercive Conservatism” Runs Rampant

MAGA continues to shed its snakeskin, revealing the BIG GOVERNMENT agenda it’s…"	['1633669830728458243']	1633669830728458243	[{'type': 'retweeted', 'id': '1633667862576373763'}]	43	0	0	0	0		
90	everyone	2023-03-09T03:23:34.000Z	en	1633669830317588480	35706932	RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP	['1633669830317588480']	1633669830317588480	[{'type': 'retweeted', 'id': '1633573309819523073'}]	872	0	0	0	0		
91	everyone	2023-03-09T03:23:33.000Z	en	1633669827398189056	4160021788	"I'll vote for President Trump no matter who his running mate is.

President Trump was an island of America First commonsense in a torrent of corruption and greed.

What he accomplished is monumental.

#AmericaFirst 
#TrumpWasRight 
#Trump2024
#MAGA"	['1633669827398189056']	1633669827398189056		0	0	0	0	4		
92	everyone	2023-03-09T03:23:32.000Z	en	1633669823036047362	942687312	RT @bennyjohnson: 🚨BREAKING: In an interview with Tucker Carlson, former Capitol Police Lieutenant who was suspended for wearing MAGA hat s…	['1633669823036047362']	1633669823036047362	[{'type': 'retweeted', 'id': '1633280651699814400'}]	7093	0	0	0	0		
93	everyone	2023-03-09T03:23:29.000Z	en	1633669811958951937	75787905	RT @RepTroyNehls: United States Capitol Police Lieutenant Tarik Johnson was wearing a MAGA hat and shouting into a bullhorn on January 6 to…	['1633669811958951937']	1633669811958951937	[{'type': 'retweeted', 'id': '1633277681000230912'}]	3021	0	0	0	0		
94	everyone	2023-03-09T03:23:27.000Z	en	1633669800877514753	144660893	RT @RonFilipkowski: Part of the reason why he is failing to draw anyone for his events is right-wingers have figured out he has nothing to…	['1633669800877514753']	1633669800877514753	[{'type': 'retweeted', 'id': '1633432287059558402'}]	1894	0	0	0	0		
95	everyone	2023-03-09T03:23:23.000Z	en	1633669785602125826	15691609	RT @POTUS: If MAGA Republicans in Congress get their way, 40 million Americans could lose health coverage. https://t.co/aaMt2K3NBP	['1633669785602125826']	1633669785602125826	[{'type': 'retweeted', 'id': '1633573309819523073'}]	872	0	0	0	0		
96	everyone	2023-03-09T03:23:23.000Z	en	1633510940963479552	1519412892956860422	@GeraldoRivera I didn’t watch it on tv, I was there. It was easy to see it was fake..The violence was from people with Maga hats that still had on the price tag. Police officers were standing around talking about football while people were waiting in a single file line to enter the capitol.	['1633669785060888576']	1633669785060888576	[{'type': 'replied_to', 'id': '1633510940963479552'}]	0	0	0	0	2	246500501	
97	everyone	2023-03-09T03:23:23.000Z	en	1633669783483711488	802980834	"RT @MAGAPROUD25: Eric Adams - Fake Christian

#MAGA #AmericaFirst"	['1633669783483711488']	1633669783483711488	[{'type': 'retweeted', 'id': '1633570524558249984'}]	1	0	0	0	0		
98	everyone	2023-03-09T03:23:22.000Z	en	1633669780178608128	564052050	RT @TucsonVoice28: There is no such thing as #BlueMAGA Democrats. Far, far left Democrats will never come close to the conspiracy theory, p…	['1633669780178608128']	1633669780178608128	[{'type': 'retweeted', 'id': '1632880912710131713'}]	25	0	0	0	0		
99	everyone	2023-03-09T03:23:22.000Z	en	1633247209826435073	1329075201422749698	@charliekirk11 How about this, release it to ALL news agency's.  Or is the new policy, release footage to your news agency of choice.  God maga are so short sighted, it's sickening.	['1633669779549716480']	1633669779549716480	[{'type': 'replied_to', 'id': '1633247209826435073'}]	0	0	0	0	1	292929271	
100	everyone	2023-03-09T03:23:22.000Z	en	1633669779004485633	874682103236927488	"Fauci's truth exposed... We already suspected... Now we know... Future evidence will only make the case stronger... 7 Million People... Fauci has become death...
 
#MeToo #TikTok #wednesdaythought #MAGA #AmericaFirst #HumpDay #InternationalWomensDay https://t.co/1UiWaQh73O"	['1633669779004485633']	1633669779004485633	[{'type': 'quoted', 'id': '1633658026036203521'}]	0	0	0	0	13		
101	everyone	2023-03-09T03:23:22.000Z	en	1633669778895167489	15330212	RT @PuestoLoco: @Really369real @claire_goforth @lauferlaw @elonmusk @DrJBhattacharya Who worked for Trump. Why do you fruitcake MAGA cult,…	['1633669778895167489']	1633669778895167489	[{'type': 'retweeted', 'id': '1633669072578818048'}]	2	0	0	0	0		
102	everyone	2023-03-09T03:23:21.000Z	en	1633669777200926721	2371230835	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633669777200926721']	1633669777200926721	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2619	0	0	0	0		
103	everyone	2023-03-09T03:23:21.000Z	en	1633669776273727488	888452429376827397	"RT @SethAbramson: WP: “Coercive Conservatism” Runs Rampant

MAGA continues to shed its snakeskin, revealing the BIG GOVERNMENT agenda it’s…"	['1633669776273727488']	1633669776273727488	[{'type': 'retweeted', 'id': '1633667862576373763'}]	43	0	0	0	0		
104	everyone	2023-03-09T03:23:20.000Z	en	1633669773421600768	1161730507975090176	RT @RepTroyNehls: United States Capitol Police Lieutenant Tarik Johnson was wearing a MAGA hat and shouting into a bullhorn on January 6 to…	['1633669773421600768']	1633669773421600768	[{'type': 'retweeted', 'id': '1633277681000230912'}]	3021	0	0	0	0		
105	everyone	2023-03-09T03:23:17.000Z	en	1633669761266769920	1339072242529886208	RT @leslibless: Here is Antifa changing their clothes into the ‘MAGA look’ on J6! https://t.co/LKI3QzLUQi	['1633669761266769920']	1633669761266769920	[{'type': 'retweeted', 'id': '1633621571205050369'}]	705	0	0	0	0		
106	everyone	2023-03-09T03:23:15.000Z	en	1633481126542036995	1615558651	"@AllanWeston1 @DoctorMrMD @MattClarkReport Not all who entered were Trump supporters.
The Feds and Antifa were disguised wearing MAGA hats and carrying Trump flags too...."	['1633669752404185088']	1633669752404185088	[{'type': 'replied_to', 'id': '1633623394523422720'}]	0	0	0	0	2	410395660	
107	everyone	2023-03-09T03:23:14.000Z	en	1633669748385890304	616729773	RT @CAPAction: The MAGA Republican crackdown on your freedom knows no limits. https://t.co/hFcuPKrkIP	['1633669748385890304']	1633669748385890304	[{'type': 'retweeted', 'id': '1633589686156546048'}]	119	0	0	0	0		
108	everyone	2023-03-09T03:23:13.000Z	en	1633645827078909953	252203669	@krassenstein MAGA hypocrisy is exceeded only by MAGA gaslighting...and MAGA outright bullshit lying.	['1633669740949323776']	1633669740949323776	[{'type': 'replied_to', 'id': '1633645827078909953'}]	0	0	0	0	0	133938408	
109	everyone	2023-03-09T03:23:11.000Z	en	1633669732770643970	501060187	"RT @Speeklemedia: Jan 6th Murder of a US veteran Ashli Babbitt. Deception at the highest levels of government.

TONIGHT !
Andrea Kaye is th…"	['1633669732770643970']	1633669732770643970	[{'type': 'retweeted', 'id': '1633646800337764355'}]	1	0	0	0	0		
110	everyone	2023-03-09T03:23:08.000Z	en	1633669721655582720	1586957439236247552	MAGA Republican CAUGHT Lying About Her Past https://t.co/qnYnW06AO3 via @YouTube	['1633669721655582720']	1633669721655582720		0	0	0	0	1		
111	everyone	2023-03-09T03:23:06.000Z	en	1633658891098796032	1585841665696321536	@FloridaMan__ florida and maga are synonymous	['1633669715712176128']	1633669715712176128	[{'type': 'replied_to', 'id': '1633658891098796032'}]	0	0	0	0	0	4336705833	
112	everyone	2023-03-09T03:23:06.000Z	en	1633669715632750597	4108772650	RT @OccupyDemocrats: BREAKING: Speaker Kevin McCarthy spits in the face of Ukraine's heroic President Zelensky by refusing his invitation t…	['1633669715632750597']	1633669715632750597	[{'type': 'retweeted', 'id': '1633569264488820736'}]	758	0	0	0	0		
113	everyone	2023-03-09T03:23:06.000Z	en	1633636537169764352	303007674	@whaddatwit @Jdevilsadvocate @PolitiFact MAGA’s love living in their alternate universe. 😂😂😂😂	['1633669714101809156']	1633669714101809156	[{'type': 'replied_to', 'id': '1633640356972572672'}]	0	0	0	0	0	28157283	
114	everyone	2023-03-09T03:23:06.000Z	en	1631445875267338240	14841078	@retcd2013 @AnnGiven @BlakeLaPierre @RepAdamSchiff Just like the MAGA cult. Trump manipulated and lied to them so he could attempt to prevent the peaceful transfer of power.	['1633669713522819073']	1633669713522819073	[{'type': 'replied_to', 'id': '1633598454164226049'}]	0	0	0	0	0	1519112063997652992	
115	everyone	2023-03-09T03:23:06.000Z	en	1633669713166229506	17523881	"RT @benwikler: 🚨 RED ALERT: A MAGA PAC just reserved $3.2 million in TV ads for the April 4 Wisconsin Supreme Court race.

For the next two…"	['1633669713166229506']	1633669713166229506	[{'type': 'retweeted', 'id': '1633545031121350656'}]	1379	0	0	0	0		
116	everyone	2023-03-09T03:23:06.000Z	en	1633669712180592640	752239093929566208	RT @DarkWebWarrior: Its now 3 months into the year &amp; as expected  MAGA Qnut Greene and her Fellow Sedition Caucaus Qnuts have done absolute…	['1633669712180592640']	1633669712180592640	[{'type': 'retweeted', 'id': '1633657415466975233'}]	11	0	0	0	0		
117	everyone	2023-03-09T03:23:05.000Z	en	1633669710221828096	839263436148260865	RT @Andie00471: Dear Maga Nimwits, if Ashli Babbitt had every right to enter The US Capitol as a 'peaceful tourist', why was she crawling t…	['1633669710221828096']	1633669710221828096	[{'type': 'retweeted', 'id': '1633545399515357197'}]	228	0	0	0	0		
118	everyone	2023-03-09T03:23:04.000Z	en	1633437910241546240	421607646	@Gerashchenko_en This approach would definitely work with MAGA.	['1633669706300248064']	1633669706300248064	[{'type': 'replied_to', 'id': '1633437910241546240'}]	0	0	0	0	0	1505481949854502915	
119	everyone	2023-03-09T03:23:03.000Z	en	1633669701518733314	879039415	RT @MichellesDude: Has Blump, CokeBoy, Kremlin Barbie, Gums or Melanoma commented yet on the devastating #DominionLawsuit evidence that eve…	['1633669701518733314']	1633669701518733314	[{'type': 'retweeted', 'id': '1633630634844340226'}]	23	0	0	0	0		
120	everyone	2023-03-09T03:23:03.000Z	en	1633669699249553409	858708121048551424	RT @Janclewa: @ReallyAmerican1 Maybe now the mainstream media will stop referring to some Republicans as “moderate” and recognize the entir…	['1633669699249553409']	1633669699249553409	[{'type': 'retweeted', 'id': '1633544198073753613'}]	53	0	0	0	0		
121	everyone	2023-03-09T03:23:02.000Z	en	1633669698939125767	1084225971165777920	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633669698939125767']	1633669698939125767	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2619	0	0	0	0		
122	everyone	2023-03-09T03:23:01.000Z	en	1633669693503594497	1594158866920460291	RT @bennyjohnson: 🚨BREAKING: In an interview with Tucker Carlson, former Capitol Police Lieutenant who was suspended for wearing MAGA hat s…	['1633669693503594497']	1633669693503594497	[{'type': 'retweeted', 'id': '1633280651699814400'}]	7093	0	0	0	0		
123	everyone	2023-03-09T03:23:01.000Z	en	1633669692891209729	1514067583	RT @xoxo_chelsea22: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the a…	['1633669692891209729']	1633669692891209729	[{'type': 'retweeted', 'id': '1633614795902689280'}]	5	0	0	0	0		
124	everyone	2023-03-09T03:23:00.000Z	en	1633619881949270019	1426515270	@FoxNews Called unfit by “maga”…and “Fox News” is headlining it… 😂	['1633669689699340289']	1633669689699340289	[{'type': 'replied_to', 'id': '1633619881949270019'}]	0	0	0	0	1	1367531	
125	everyone	2023-03-09T03:23:00.000Z	en	1627767483959595022	1629943919885664258	@InvestigateJ6 I believe this is why 2 Capital Police officers committed suicide either they were ashamed of their selves for firing upon innocent US citizens or they feared being prosecuted for doing so. @DonaldJTrumpJr @TuckerCarlson #maga #AmericaFirst #tcot	['1633669687253913600']	1633669687253913600	[{'type': 'replied_to', 'id': '1630012252609826819'}]	0	0	0	0	0	1558518566508531716	
126	everyone	2023-03-09T03:22:59.000Z	en	1633669682279456769	1616285239910830081	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633669682279456769']	1633669682279456769	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2619	0	0	0	0		
127	everyone	2023-03-09T03:22:58.000Z	en	1633421768487587841	1519883031070355457	@MattyH65839640 @JDunlap1974 ULTRA minus MAGA equals ULTRA minus IDIOT? Algebra? Doesn't make sense.	['1633669681155391489']	1633669681155391489	[{'type': 'replied_to', 'id': '1633617356047134721'}]	0	0	0	0	1	1491185966693818371	
128	everyone	2023-03-09T03:22:56.000Z	en	1633669672196272131	823224378225725440	RT @OccupyDemocrats: BREAKING: MAGA Gov. Sarah Huckabee Sanders is set to roll back child labor protections by signing a law to remove the…	['1633669672196272131']	1633669672196272131	[{'type': 'retweeted', 'id': '1633546143337680897'}]	2619	0	0	0	0		
129	everyone	2023-03-09T03:22:55.000Z	en	1633669669201534983	1492662616048734215	RT @OccupyDemocrats: BREAKING: Donald Trump is reportedly considering picking election-denying MAGA loser Kari Lake as his Vice Presidentia…	['1633669669201534983']	1633669669201534983	[{'type': 'retweeted', 'id': '1633549364802260992'}]	319	0	0	0	0		
130	everyone	2023-03-09T03:22:55.000Z	en	1633669668727660545	797093811705053184	RT @OccupyDemocrats: BREAKING: The GOP campaign aide who accused MAGA Republican heavyweight Matt Schlapp of sexual battery comes forward t…	['1633669668727660545']	1633669668727660545	[{'type': 'retweeted', 'id': '1633600197602476033'}]	796	0	0	0	0		
